Année,Population,Sexe,Tranche d'âge,Population au premier janvier
1947.0,4310360.0,,,40448254.0
1948.0,4415542.0,,,40910569.0
1949.0,4522574.0,,,41313195.0
1950.0,4624425.0,,,41647258.0
1951.0,4734390.0,,,42010088.0
1952.0,4834696.0,,,42300981.0
1953.0,4937133.0,,,42618354.0
1954.0,5033762.0,,,42885138.0
1955.0,5138235.0,,,43227872.0
1956.0,5282914.0,,,43627467.0
1957.0,5451092.0,,,44058683.0
1958.0,5607844.0,,,44563043.0
1959.0,5728994.0,,,45014662.0
1960.0,5853223.0,,,45464797.0
1961.0,5969694.0,,,45903656.0
1962.0,6005158.0,,,46422000.0
1963.0,6080996.0,,,47573406.0
1964.0,6102625.0,,,48059029.0
1965.0,6121845.0,,,48561800.0
1966.0,6123958.0,,,48953792.0
1967.0,6142126.0,,,49373537.0
1968.0,6141359.0,,,49723072.0
1969.0,6154315.0,,,50107735.0
1970.0,6164026.0,,,50528219.0
1971.0,6181981.0,,,51016234.0
1972.0,6211510.0,,,51485953.0
1973.0,6226082.0,,,51915873.0
1974.0,6228185.0,,,52320725.0
1975.0,6186258.0,,,52600000.0
1976.0,6141128.0,,,52798338.0
1977.0,6075666.0,,,53019005.0
1978.0,6025906.0,,,53271566.0
1979.0,5955426.0,,,53481073.0
1980.0,5894428.0,,,53731387.0
1981.0,5862778.0,,,54028630.0
1982.0,5832972.0,,,54335000.0
1983.0,5820130.0,,,54649984.0
1984.0,5784287.0,,,54894854.0
1985.0,5747770.0,,,55157303.0
1986.0,5707726.0,,,55411238.0
1987.0,5658771.0,,,55681780.0
1988.0,5609511.0,,,55966142.0
1989.0,5573518.0,,,56269810.0
1990.0,5562809.0,,,56577000.0
1991.0,5564699.0,,,56840661.0
1992.0,5580521.0,,,57110533.0
1993.0,5576521.0,,,57369161.0
1994.0,5559279.0,,,57565008.0
1995.0,5532418.0,,,57752535.0
1996.0,5492862.0,,,57935959.0
1997.0,5453475.0,,,58116018.0
1998.0,5417888.0,,,58298962.0
1999.0,5409778.0,,,58496613.0
2000.0,5423451.0,,,58858198.0
2001.0,5445453.0,,,59266572.0
2002.0,5457609.0,,,59685899.0
2003.0,5466500.0,,,60101841.0
2004.0,5472036.0,,,60505421.0
2005.0,5480343.0,,,60963264.0
2006.0,5494939.0,,,61399733.0
2007.0,5523638.0,,,61795238.0
2008.0,5547619.0,,,62134866.0
2009.0,5594391.0,,,62465709.0
2010.0,5636910.0,,,62765235.0
2011.0,5667839.0,,,63070344.0
2012.0,5703245.0,,,63375971.0
2013.0,5733279.0,,,63697865.0
2014.0,5751435.0,,,64027958.0
2015.0,5764996.0,,,64300821.0
2016.0,5735804.0,,,64468792.0
2017.0,5711043.0,,,64639133.0
2018.0,5690900.0,,,64844037.0
2019.0,5655400.0,,,65096768.0
2020.0,5615925.0,,,65269154.0
2021.0,5579508.0,,,65450219.0
2022.0,5534455.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1946.0,5866225.0,,,40125230.0
1947.0,5917169.0,,,40448254.0
1948.0,6008801.0,,,40910569.0
1949.0,6095827.0,,,41313195.0
1950.0,6186173.0,,,41647258.0
1951.0,6260103.0,,,42010088.0
1952.0,6329099.0,,,42300981.0
1953.0,6399241.0,,,42618354.0
1954.0,6476828.0,,,42885138.0
1955.0,6559882.0,,,43227872.0
1956.0,6667109.0,,,43627467.0
1957.0,6786999.0,,,44058683.0
1958.0,6926509.0,,,44563043.0
1959.0,7054907.0,,,45014662.0
1960.0,7191564.0,,,45464797.0
1961.0,7353099.0,,,45903656.0
1962.0,7545918.0,,,46422000.0
1963.0,7798816.0,,,47573406.0
1964.0,7947163.0,,,48059029.0
1965.0,8090887.0,,,48561800.0
1966.0,8213482.0,,,48953792.0
1967.0,8241860.0,,,49373537.0
1968.0,8232221.0,,,49723072.0
1969.0,8222146.0,,,50107735.0
1970.0,8219041.0,,,50528219.0
1971.0,8225871.0,,,51016234.0
1972.0,8260422.0,,,51485953.0
1973.0,8278579.0,,,51915873.0
1974.0,8293473.0,,,52320725.0
1975.0,8264830.0,,,52600000.0
1976.0,8221672.0,,,52798338.0
1977.0,8168577.0,,,53019005.0
1978.0,8122326.0,,,53271566.0
1979.0,8071089.0,,,53481073.0
1980.0,8023818.0,,,53731387.0
1981.0,8001799.0,,,54028630.0
1982.0,7972223.0,,,54335000.0
1983.0,7959738.0,,,54649984.0
1984.0,7908712.0,,,54894854.0
1985.0,7856616.0,,,55157303.0
1986.0,7812165.0,,,55411238.0
1987.0,7773028.0,,,55681780.0
1988.0,7742115.0,,,55966142.0
1989.0,7713791.0,,,56269810.0
1990.0,7679972.0,,,56577000.0
1991.0,7624089.0,,,56840661.0
1992.0,7558307.0,,,57110533.0
1993.0,7488064.0,,,57369161.0
1994.0,7414719.0,,,57565008.0
1995.0,7369709.0,,,57752535.0
1996.0,7357487.0,,,57935959.0
1997.0,7354803.0,,,58116018.0
1998.0,7341033.0,,,58298962.0
1999.0,7335411.0,,,58496613.0
2000.0,7351491.0,,,58858198.0
2001.0,7361385.0,,,59266572.0
2002.0,7373461.0,,,59685899.0
2003.0,7385310.0,,,60101841.0
2004.0,7417346.0,,,60505421.0
2005.0,7446044.0,,,60963264.0
2006.0,7465601.0,,,61399733.0
2007.0,7476232.0,,,61795238.0
2008.0,7487372.0,,,62134866.0
2009.0,7504742.0,,,62465709.0
2010.0,7523983.0,,,62765235.0
2011.0,7538742.0,,,63070344.0
2012.0,7549313.0,,,63375971.0
2013.0,7573188.0,,,63697865.0
2014.0,7611359.0,,,64027958.0
2015.0,7645022.0,,,64300821.0
2016.0,7640858.0,,,64468792.0
2017.0,7623320.0,,,64639133.0
2018.0,7620817.0,,,64844037.0
2019.0,7601460.0,,,65096768.0
2020.0,7561779.0,,,65269154.0
2021.0,7525001.0,,,65450219.0
2022.0,7495981.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1946.0,11347191.0,,,40125230.0
1947.0,11378940.0,,,40448254.0
1948.0,11393025.0,,,40910569.0
1949.0,11412936.0,,,41313195.0
1950.0,11423707.0,,,41647258.0
1951.0,11463438.0,,,42010088.0
1952.0,11484738.0,,,42300981.0
1953.0,11505205.0,,,42618354.0
1954.0,11499958.0,,,42885138.0
1955.0,11512727.0,,,43227872.0
1956.0,11541887.0,,,43627467.0
1957.0,11564432.0,,,44058683.0
1958.0,11593416.0,,,44563043.0
1959.0,11604999.0,,,45014662.0
1960.0,11607494.0,,,45464797.0
1961.0,11583492.0,,,45903656.0
1962.0,11544161.0,,,46422000.0
1963.0,11717680.0,,,47573406.0
1964.0,11741932.0,,,48059029.0
1965.0,11759192.0,,,48561800.0
1966.0,11761322.0,,,48953792.0
1967.0,11861765.0,,,49373537.0
1968.0,11980727.0,,,49723072.0
1969.0,12104287.0,,,50107735.0
1970.0,12233857.0,,,50528219.0
1971.0,12372431.0,,,51016234.0
1972.0,12510866.0,,,51485953.0
1973.0,12626089.0,,,51915873.0
1974.0,12737477.0,,,52320725.0
1975.0,12851011.0,,,52600000.0
1976.0,13054992.0,,,52798338.0
1977.0,13316793.0,,,53019005.0
1978.0,13567668.0,,,53271566.0
1979.0,13787955.0,,,53481073.0
1980.0,13996999.0,,,53731387.0
1981.0,14076726.0,,,54028630.0
1982.0,14171009.0,,,54335000.0
1983.0,14272429.0,,,54649984.0
1984.0,14389199.0,,,54894854.0
1985.0,14510588.0,,,55157303.0
1986.0,14617288.0,,,55411238.0
1987.0,14724418.0,,,55681780.0
1988.0,14824533.0,,,55966142.0
1989.0,14924271.0,,,56269810.0
1990.0,15037824.0,,,56577000.0
1991.0,15132054.0,,,56840661.0
1992.0,15247947.0,,,57110533.0
1993.0,15363945.0,,,57369161.0
1994.0,15478714.0,,,57565008.0
1995.0,15553029.0,,,57752535.0
1996.0,15611518.0,,,57935959.0
1997.0,15658485.0,,,58116018.0
1998.0,15724437.0,,,58298962.0
1999.0,15792118.0,,,58496613.0
2000.0,15912877.0,,,58858198.0
2001.0,16078443.0,,,59266572.0
2002.0,16259575.0,,,59685899.0
2003.0,16414471.0,,,60101841.0
2004.0,16532377.0,,,60505421.0
2005.0,16653933.0,,,60963264.0
2006.0,16781404.0,,,61399733.0
2007.0,16797604.0,,,61795238.0
2008.0,16777461.0,,,62134866.0
2009.0,16749232.0,,,62465709.0
2010.0,16707443.0,,,62765235.0
2011.0,16663204.0,,,63070344.0
2012.0,16653128.0,,,63375971.0
2013.0,16619772.0,,,63697865.0
2014.0,16591564.0,,,64027958.0
2015.0,16545460.0,,,64300821.0
2016.0,16495142.0,,,64468792.0
2017.0,16439647.0,,,64639133.0
2018.0,16409328.0,,,64844037.0
2019.0,16389592.0,,,65096768.0
2020.0,16356720.0,,,65269154.0
2021.0,16355063.0,,,65450219.0
2022.0,16348138.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1946.0,3792653.0,,,40125230.0
1947.0,3851463.0,,,40448254.0
1948.0,3916989.0,,,40910569.0
1949.0,3989628.0,,,41313195.0
1950.0,4032697.0,,,41647258.0
1951.0,4080668.0,,,42010088.0
1952.0,4118908.0,,,42300981.0
1953.0,4174450.0,,,42618354.0
1954.0,4222150.0,,,42885138.0
1955.0,4287962.0,,,43227872.0
1956.0,4344862.0,,,43627467.0
1957.0,4406960.0,,,44058683.0
1958.0,4474018.0,,,44563043.0
1959.0,4545510.0,,,45014662.0
1960.0,4619128.0,,,45464797.0
1961.0,4688490.0,,,45903656.0
1962.0,4779991.0,,,46422000.0
1963.0,4908327.0,,,47573406.0
1964.0,4980608.0,,,48059029.0
1965.0,5071499.0,,,48561800.0
1966.0,5145641.0,,,48953792.0
1967.0,5227737.0,,,49373537.0
1968.0,5296758.0,,,49723072.0
1969.0,5363700.0,,,50107735.0
1970.0,5419798.0,,,50528219.0
1971.0,5488565.0,,,51016234.0
1972.0,5536083.0,,,51485953.0
1973.0,5604163.0,,,51915873.0
1974.0,5659930.0,,,52320725.0
1975.0,5716554.0,,,52600000.0
1976.0,5675110.0,,,52798338.0
1977.0,5595058.0,,,53019005.0
1978.0,5534847.0,,,53271566.0
1979.0,5488504.0,,,53481073.0
1980.0,5466781.0,,,53731387.0
1981.0,5569129.0,,,54028630.0
1982.0,5661568.0,,,54335000.0
1983.0,5746301.0,,,54649984.0
1984.0,5819665.0,,,54894854.0
1985.0,5899979.0,,,55157303.0
1986.0,5979445.0,,,55411238.0
1987.0,6058574.0,,,55681780.0
1988.0,6143863.0,,,55966142.0
1989.0,6233134.0,,,56269810.0
1990.0,6315204.0,,,56577000.0
1991.0,6416162.0,,,56840661.0
1992.0,6509158.0,,,57110533.0
1993.0,6601707.0,,,57369161.0
1994.0,6672132.0,,,57565008.0
1995.0,6751741.0,,,57752535.0
1996.0,6811503.0,,,57935959.0
1997.0,6866983.0,,,58116018.0
1998.0,6917311.0,,,58298962.0
1999.0,6962939.0,,,58496613.0
2000.0,7026906.0,,,58858198.0
2001.0,7075725.0,,,59266572.0
2002.0,7112420.0,,,59685899.0
2003.0,7172587.0,,,60101841.0
2004.0,7241199.0,,,60505421.0
2005.0,7343911.0,,,60963264.0
2006.0,7438317.0,,,61399733.0
2007.0,7603824.0,,,61795238.0
2008.0,7785286.0,,,62134866.0
2009.0,7964301.0,,,62465709.0
2010.0,8135859.0,,,62765235.0
2011.0,8314770.0,,,63070344.0
2012.0,8474360.0,,,63375971.0
2013.0,8638896.0,,,63697865.0
2014.0,8800111.0,,,64027958.0
2015.0,8962953.0,,,64300821.0
2016.0,9116590.0,,,64468792.0
2017.0,9289337.0,,,64639133.0
2018.0,9430507.0,,,64844037.0
2019.0,9589609.0,,,65096768.0
2020.0,9745014.0,,,65269154.0
2021.0,9875121.0,,,65450219.0
2022.0,10012795.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1946.0,870401.0,,,40125230.0
1947.0,882628.0,,,40448254.0
1948.0,918959.0,,,40910569.0
1949.0,959369.0,,,41313195.0
1950.0,982557.0,,,41647258.0
1951.0,1019022.0,,,42010088.0
1952.0,1044873.0,,,42300981.0
1953.0,1078196.0,,,42618354.0
1954.0,1095718.0,,,42885138.0
1955.0,1127593.0,,,43227872.0
1956.0,1155095.0,,,43627467.0
1957.0,1179827.0,,,44058683.0
1958.0,1214454.0,,,44563043.0
1959.0,1248393.0,,,45014662.0
1960.0,1285075.0,,,45464797.0
1961.0,1316707.0,,,45903656.0
1962.0,1353807.0,,,46422000.0
1963.0,1391877.0,,,47573406.0
1964.0,1415547.0,,,48059029.0
1965.0,1456279.0,,,48561800.0
1966.0,1483097.0,,,48953792.0
1967.0,1521482.0,,,49373537.0
1968.0,1552977.0,,,49723072.0
1969.0,1586943.0,,,50107735.0
1970.0,1618284.0,,,50528219.0
1971.0,1649650.0,,,51016234.0
1972.0,1691211.0,,,51485953.0
1973.0,1733842.0,,,51915873.0
1974.0,1768118.0,,,52320725.0
1975.0,1807479.0,,,52600000.0
1976.0,1843941.0,,,52798338.0
1977.0,1894303.0,,,53019005.0
1978.0,1952958.0,,,53271566.0
1979.0,2002426.0,,,53481073.0
1980.0,2054209.0,,,53731387.0
1981.0,2102347.0,,,54028630.0
1982.0,2145917.0,,,54335000.0
1983.0,2193119.0,,,54649984.0
1984.0,2237467.0,,,54894854.0
1985.0,2287709.0,,,55157303.0
1986.0,2331893.0,,,55411238.0
1987.0,2366402.0,,,55681780.0
1988.0,2422434.0,,,55966142.0
1989.0,2474951.0,,,56269810.0
1990.0,2521030.0,,,56577000.0
1991.0,2491308.0,,,56840661.0
1992.0,2432609.0,,,57110533.0
1993.0,2384130.0,,,57369161.0
1994.0,2347324.0,,,57565008.0
1995.0,2339194.0,,,57752535.0
1996.0,2432427.0,,,57935959.0
1997.0,2519611.0,,,58116018.0
1998.0,2596812.0,,,58298962.0
1999.0,2669619.0,,,58496613.0
2000.0,2741883.0,,,58858198.0
2001.0,2821419.0,,,59266572.0
2002.0,2902377.0,,,59685899.0
2003.0,2978569.0,,,60101841.0
2004.0,3049722.0,,,60505421.0
2005.0,3143680.0,,,60963264.0
2006.0,3241456.0,,,61399733.0
2007.0,3323482.0,,,61795238.0
2008.0,3400540.0,,,62134866.0
2009.0,3459967.0,,,62465709.0
2010.0,3515694.0,,,62765235.0
2011.0,3564568.0,,,63070344.0
2012.0,3604524.0,,,63375971.0
2013.0,3634407.0,,,63697865.0
2014.0,3668963.0,,,64027958.0
2015.0,3700912.0,,,64300821.0
2016.0,3707391.0,,,64468792.0
2017.0,3728006.0,,,64639133.0
2018.0,3734174.0,,,64844037.0
2019.0,3767340.0,,,65096768.0
2020.0,3798223.0,,,65269154.0
2021.0,3812096.0,,,65450219.0
2022.0,3921350.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1946.0,10361974.0,,,40125230.0
1947.0,10352661.0,,,40448254.0
1948.0,10325218.0,,,40910569.0
1949.0,10304243.0,,,41313195.0
1950.0,10284366.0,,,41647258.0
1951.0,10255854.0,,,42010088.0
1952.0,10213207.0,,,42300981.0
1953.0,10167060.0,,,42618354.0
1954.0,10125551.0,,,42885138.0
1955.0,10094772.0,,,43227872.0
1956.0,10059447.0,,,43627467.0
1957.0,10019223.0,,,44058683.0
1958.0,10016404.0,,,44563043.0
1959.0,10011991.0,,,45014662.0
1960.0,10012716.0,,,45464797.0
1961.0,10020062.0,,,45903656.0
1962.0,10149753.0,,,46422000.0
1963.0,10459322.0,,,47573406.0
1964.0,10608419.0,,,48059029.0
1965.0,10753987.0,,,48561800.0
1966.0,10981507.0,,,48953792.0
1967.0,11236575.0,,,49373537.0
1968.0,11478811.0,,,49723072.0
1969.0,11698272.0,,,50107735.0
1970.0,11908023.0,,,50528219.0
1971.0,11994457.0,,,51016234.0
1972.0,12089313.0,,,51485953.0
1973.0,12186525.0,,,51915873.0
1974.0,12287592.0,,,52320725.0
1975.0,12390818.0,,,52600000.0
1976.0,12471208.0,,,52798338.0
1977.0,12582091.0,,,53019005.0
1978.0,12686672.0,,,53271566.0
1979.0,12793285.0,,,53481073.0
1980.0,12909845.0,,,53731387.0
1981.0,13009281.0,,,54028630.0
1982.0,13115167.0,,,54335000.0
1983.0,13218159.0,,,54649984.0
1984.0,13333803.0,,,54894854.0
1985.0,13448018.0,,,55157303.0
1986.0,13575605.0,,,55411238.0
1987.0,13717300.0,,,55681780.0
1988.0,13861740.0,,,55966142.0
1989.0,14001371.0,,,56269810.0
1990.0,14118963.0,,,56577000.0
1991.0,14219877.0,,,56840661.0
1992.0,14325849.0,,,57110533.0
1993.0,14419374.0,,,57369161.0
1994.0,14487025.0,,,57565008.0
1995.0,14548434.0,,,57752535.0
1996.0,14625458.0,,,57935959.0
1997.0,14602929.0,,,58116018.0
1998.0,14560131.0,,,58298962.0
1999.0,14493094.0,,,58496613.0
2000.0,14467585.0,,,58858198.0
2001.0,14448315.0,,,59266572.0
2002.0,14458828.0,,,59685899.0
2003.0,14464283.0,,,60101841.0
2004.0,14482854.0,,,60505421.0
2005.0,14500441.0,,,60963264.0
2006.0,14511425.0,,,61399733.0
2007.0,14490399.0,,,61795238.0
2008.0,14455332.0,,,62134866.0
2009.0,14404487.0,,,62465709.0
2010.0,14344168.0,,,62765235.0
2011.0,14292459.0,,,63070344.0
2012.0,14239197.0,,,63375971.0
2013.0,14196012.0,,,63697865.0
2014.0,14154262.0,,,64027958.0
2015.0,14103811.0,,,64300821.0
2016.0,14059253.0,,,64468792.0
2017.0,14006207.0,,,64639133.0
2018.0,13989456.0,,,64844037.0
2019.0,13976076.0,,,65096768.0
2020.0,13940972.0,,,65269154.0
2021.0,13930797.0,,,65450219.0
2022.0,13923111.0,,,65646837.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
